"","business_name","financial_year_of_offer","total_investment_includes_investment_ni_assistance","jobs_to_be_created_assisted","country_of_ownership","SIC_sector"
"5671","Crossen Engineering Ltd","2016-17","147,821",1,"Northern Ireland","MANUFAC"
"5672","Cadshare Technology Limited","2016-17","14,500",1,"Northern Ireland","INFO&COMMU"
"5673","Crust & Crumb","2016-17","30,000",1,"Northern Ireland","MANUFAC"
"5674","The Grass People Ltd","2016-17","82,700",3,"Northern Ireland","AGRI&FORESTRY&FISHING"
"5675","ETimes2 Ltd","2016-17","8,900",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5676","RPS Consulting Engineers","2018-19","255,000",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5677","Fabricat (Ireland) Limited","2016-17","48,697",1,"Northern Ireland","MANUFAC"
"5678","Newry Computer Repair","2016-17","12,300",1,"Northern Ireland","INFO&COMMU"
"5679","Lenis Aer Limited","2016-17","6,700",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5680","NC Engineering","2016-17","90,875",1,"Northern Ireland","MANUFAC"
"5681","Kraydel Limited","2016-17","167,175",1,"Northern Ireland","INFO&COMMU"
"5682","PGY Group Limited","2016-17","10,000",1,"Northern Ireland","INFO&COMMU"
"5683","Funds-Axis Limited","2016-17","3,000",1,"Northern Ireland","FINANCIAL&INSURANCE"
"5684","Bopworx Limited","2016-17","16,640",1,"Northern Ireland","OTHERSERVICE"
"5685","Heartsine Technologies Limited","2016-17","621,880",31,"United States Of America","MANUFAC"
"5686","Elite Electronic Systems Ltd","2016-17","68,450",1,"Northern Ireland","MANUFAC"
"5687","Bite to Savour","2016-17","197,000",6,"Northern Ireland","MANUFAC"
"5688","Makematic Ltd","2016-17","248,000",7,"Northern Ireland","INFO&COMMU"
"5689","Neueda Consulting","2017-18","1,117,100",1,"Northern Ireland","EDUC"
"5690","Secure Broadcast Ltd","2016-17","1,625",1,"Northern Ireland","INFO&COMMU"
"5691","Blockbusters Environmental Services (NI) Limited","2016-17","5,500",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5692","Hartech Building Services Limited","2016-17","6,800",1,"Northern Ireland","CONST"
"5693","Bailies Coffee Co. Ltd","2016-17","113,678",1,"Northern Ireland","MANUFAC"
"5694","Kerry Group PLC","2017-18","721,310",1,"Great Britain","MANUFAC"
"5695","AMS U.K. (NI) Ltd","2016-17","328,250",9,"Northern Ireland","MANUFAC"
"5696","Gault Engineering","2016-17","8,325",1,"Northern Ireland","MANUFAC"
"5697","Woodvale Construction","2016-17","4,000",1,"Northern Ireland","CONST"
"5698","Adoreboard Limited","2016-17","115,660",1,"Northern Ireland","INFO&COMMU"
"5699","RM Steel Erection Limited","2016-17","212,000",5,"Northern Ireland","MANUFAC"
"5700","Book Entertainment","2016-17","7,000",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5701","Book Entertainment","2016-17","5,000",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5702","Shebelle Limited","2016-17","237,000",1,"Northern Ireland","OTHERSERVICE"
"5703","Portadown Fireplaces","2016-17","20,250",1,"Northern Ireland","MANUFAC"
"5704","STATSports Group Limited","2016-17","140,250",1,"Northern Ireland","INFO&COMMU"
"5705","Digitalbrain Europe Limited","2016-17","7,000",1,"Northern Ireland","INFO&COMMU"
"5706","Xerofone Ltd","2016-17","8,000",1,"Northern Ireland","INFO&COMMU"
"5707","Wave and Wake Ltd","2016-17","20,820",1,"Northern Ireland","WHOLESALE&RETAIL"
"5708","Made to Engage","2016-17","24,000",1,"Northern Ireland","INFO&COMMU"
"5709","Micon Distribution Limited","2016-17","27,047",1,"Northern Ireland","WHOLESALE&RETAIL"
"5710","Inspire Loyalty","2016-17","3,000",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5711","Jonah Technologies Limited","2016-17","565,600",4,"Northern Ireland","INFO&COMMU"
"5712","Cyphra Limited","2016-17","752,350",8,"Northern Ireland","INFO&COMMU"
"5713","Glenbio Ltd","2016-17","206,598",4,"Northern Ireland","MANUFAC"
"5714","Dukes at Queens","2016-17","39,392",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"5715","Hyster-Yale UK Limited","2017-18","5,321,502",1,"United States of America","MANUFAC"
"5716","Steam & Generation Services (NI) Ltd","2016-17","28,208",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5717","Carrageen Rose Skincare","2016-17","5,350",1,"Northern Ireland","MANUFAC"
"5718","Revive Express Beauty Ltd","2016-17","200,000",4,"Northern Ireland","WHOLESALE&RETAIL"
"5719","Nugent Engineering","2016-17","34,800",1,"Northern Ireland","MANUFAC"
"5720","One Goal","2016-17","69,070",1,"Northern Ireland","ART&ENTER&RECREATION"
"5721","Static Industrial Coatings Ltd","2016-17","2,000",1,"Northern Ireland","MANUFAC"
"5722","PT Treats","2017-18","644,585",10,"Northern Ireland","MANUFAC"
"5723","Woodvale Construction","2017-18","112,532",1,"Northern Ireland","CONST"
"5724","Seven Technologies Holdings Limited","2017-18","966,738",1,"Northern Ireland","INFO&COMMU"
"5725","Bishops Gate Hotel","2016-17","40,296",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"5726","Rockview Engineering Ltd","2016-17","86,000",3,"Northern Ireland","CONST"
"5727","Sendmybag.com","2017-18","179,194",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5728","Green Energy Engineering","2017-18","163,587",1,"Northern Ireland","CONST"
"5729","Bopworx Limited","2016-17","10,185",1,"Northern Ireland","OTHERSERVICE"
"5730","Reveal Procurement","2016-17","16,000",2,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5731","Total Pools & Leisure Limited","2016-17","9,750",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5732","Islander Kelp Ltd","2016-17","4,862",1,"Northern Ireland","MANUFAC"
"5733","Ecclesville Printing Services Ltd","2016-17","16,350",1,"Northern Ireland","MANUFAC"
"5734","A.Farlow (Engineering) Ltd","2016-17","6,846",1,"Northern Ireland","MANUFAC"
"5735","CET Limited","2016-17","346,650",8,"Northern Ireland","OTHERSERVICE"
"5736","Etain Limited","2016-17","48,000",1,"Northern Ireland","INFO&COMMU"
"5737","JMC","2016-17","1,423,500",7,"Northern Ireland","MANUFAC"
"5738","Beacon Publishing Ltd","2017-18","45,000",1,"Northern Ireland","INFO&COMMU"
"5739","Mobile Training Solutions Ltd","2017-18","167,866",1,"Northern Ireland","EDUC"
"5740","Funds-Axis Limited","2016-17","5,555",1,"Northern Ireland","FINANCIAL&INSURANCE"
"5741","Easability Showers Limited","2016-17","4,222",1,"Northern Ireland","MANUFAC"
"5742","Tailored Image Ltd","2016-17","32,030",1,"Northern Ireland","MANUFAC"
"5743","Foods Connected Ltd","2016-17","1,595",1,"Northern Ireland","INFO&COMMU"
"5744","Aquasun","2016-17","267,000",5,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5745","ETimes2 Ltd","2017-18","15,000",2,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5746","Mynurserypal Ltd","2016-17","5,000",1,"Northern Ireland","INFO&COMMU"
"5747","STATSports Group Limited","2018-19","16,570,190",98,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5748","William Coates Ltd.","2016-17","484,000",9,"Northern Ireland","MANUFAC"
"5749","HNH Partners Limited","2016-17","22,057",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5750","Mynurserypal Ltd","2016-17","7,000",1,"Northern Ireland","INFO&COMMU"
"5751","Irwin's Bakery","2017-18","1,186,870",28,"Northern Ireland","MANUFAC"
"5752","Shnuggle","2016-17","286,000",7,"Northern Ireland","MANUFAC"
"5753","Tekk Designs Limited","2016-17","194,700",6,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5754","Red Duck Diving","2016-17","9,236",1,"Northern Ireland","ART&ENTER&RECREATION"
"5755","Moy Park Limited","2017-18","3,275,666",1,"United States of America","MANUFAC"
"5756","GEM Interior Contracts Ltd","2016-17","280,000",5,"Northern Ireland","CONST"
"5757","Vita Liberata Limited","2016-17","77,999",1,"Northern Ireland","WHOLESALE&RETAIL"
"5758","Clearsky Brewing Company Limited","2016-17","1,135",1,"Northern Ireland","MANUFAC"
"5759","Silverbirch Hotel","2017-18","68,172",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"5760","Islander Kelp Ltd","2016-17","60,193",1,"Northern Ireland","MANUFAC"
"5761","Sauce Works Ltd","2016-17","126,640",2,"Northern Ireland","MANUFAC"
"5762","Whiskin Precision Engineering Limited","2016-17","37,997",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5763","Easibuild.com Ltd","2017-18","78,000",1,"Northern Ireland","INFO&COMMU"
"5764","Uni Baggage Ltd","2016-17","54,000",1,"Northern Ireland","TRANSPORT&STORAGE"
"5765","Fluent Technology Limited","2017-18","142,646",1,"Northern Ireland","INFO&COMMU"
"5766","ITS Plant-Tech Ltd","2016-17","19,980",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5767","Paradox Omega Oils Ltd","2016-17","137,000",2,"Northern Ireland","MANUFAC"
"5768","Bullitt Hotel","2016-17","16,560",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"5769","Brenntag UK Limited","2016-17","145,000",2,"Germany","MANUFAC"
"5770","The Wooden Floor Company (N.I.) Limited","2016-17","15,000",1,"Northern Ireland","WHOLESALE&RETAIL"
"5771","KOSI Corporation Limited","2016-17","6,000",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5772","KOSI Corporation Limited","2016-17","1,700",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5773","Tekk Designs Limited","2016-17","15,200",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5774","Tepee Design","2016-17","117,000",5,"Northern Ireland","INFO&COMMU"
"5775","AM Electrical","2016-17","4,140",1,"Northern Ireland","MANUFAC"
"5776","Advanced Sensors Limited","2016-17","189,010",1,"United States Of America","MANUFAC"
"5777","Waterworx Pipeline and Civils","2016-17","172,900",7,"Northern Ireland","WATERSUPPLY&SEWERGE"
"5778","S & M Products","2016-17","264,800",9,"Northern Ireland","MANUFAC"
"5779","Tilt-A-Dor Limited","2016-17","360,710",8,"Northern Ireland","MANUFAC"
"5780","KME Steelworks","2017-18","8,004,000",44,"Irish Republic","MANUFAC"
"5781","Eventmap Limited","2016-17","95,265",1,"Northern Ireland","INFO&COMMU"
"5782","Xperi","2016-17","123,113",1,"United States Of America","INFO&COMMU"
"5783","Long's Catering Equipment Ltd","2016-17","77,500",4,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5784","Hibergene Diagnostics Limited","2016-17","19,807",1,"Northern Ireland","MANUFAC"
"5785","Revive Express Beauty Ltd","2016-17","7,049",1,"Northern Ireland","WHOLESALE&RETAIL"
"5786","Screenspares Direct Ltd","2017-18","123,346",1,"Northern Ireland","MANUFAC"
"5787","Fluent Technology Limited","2017-18","1,137,100",19,"Northern Ireland","INFO&COMMU"
"5788","North South Retail Ltd","2016-17","15,000",1,"Northern Ireland","WHOLESALE&RETAIL"
"5789","Think People Consulting Ltd","2016-17","30,000",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5790","Reynolds Sports Limited","2016-17","18,000",1,"Northern Ireland","ART&ENTER&RECREATION"
"5791","M. Clarke & Sons Contracts Limited","2016-17","4,620",1,"Northern Ireland","CONST"
"5792","Joinery Services","2016-17","293,000",7,"Northern Ireland","MANUFAC"
"5793","Locate a Locum","2016-17","1,850",1,"Northern Ireland","INFO&COMMU"
"5794","Copas Technologies Ltd.","2016-17","5,555",1,"Northern Ireland","MANUFAC"
"5795","Locate a Locum","2016-17","8,340",1,"Northern Ireland","INFO&COMMU"
"5796","Locate a Locum","2016-17","1,950",1,"Northern Ireland","INFO&COMMU"
"5797","Endeavour Information Solutions","2016-17","299,000",7,"Northern Ireland","INFO&COMMU"
"5798","Woodland Kitchens (N.I.) Limited","2016-17","64,000",1,"Northern Ireland","MANUFAC"
"5799","BCM Security Associates Ltd","2016-17","368,600",7,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5800","North West Mechanical Services Ltd","2016-17","10,563",1,"Northern Ireland","CONST"
"5801","Nu PrintTechnologies Limited","2016-17","67,450",1,"Northern Ireland","MANUFAC"
"5802","Mullaghmore Home Bakery","2016-17","12,075",1,"Northern Ireland","MANUFAC"
"5803","Equiniti ICS Limited","2017-18","639,310",1,"Great Britain","INFO&COMMU"
"5804","We Slim Together Limited","2016-17","1,000",1,"Northern Ireland","OTHERSERVICE"
"5805","Devenish Nutrition","2016-17","30,439",1,"Northern Ireland","MANUFAC"
"5806","Tyrone Attic Stairs","2016-17","137,920",4,"Northern Ireland","MANUFAC"
"5807","Bullitt Hotel","2016-17","56,654",1,"Northern Ireland","ACCOMODATION&FOODSERVICE"
"5808","Exact CNC (NI) Ltd","2016-17","5,500",1,"Northern Ireland","MANUFAC"
"5809","Creative Composites Limited","2017-18","208,167",1,"Northern Ireland","MANUFAC"
"5810","CNI Northern Ireland Ltd","2016-17","168,000",5,"Northern Ireland","INFO&COMMU"
"5811","Fingernails2go","2016-17","15,000",1,"Northern Ireland","ART&ENTER&RECREATION"
"5812","Stiona Software Limited","2016-17","520,000",8,"Northern Ireland","INFO&COMMU"
"5813","I-Direct Insurance Solutions Limited","2016-17","180,000",4,"Northern Ireland","FINANCIAL&INSURANCE"
"5814","Hollander","2016-17","12,150",1,"Northern Ireland","FINANCIAL&INSURANCE"
"5815","Lakeland Computers","2017-18","343,000",10,"Northern Ireland","INFO&COMMU"
"5816","Grays Clip Limited","2016-17","64,186",1,"Northern Ireland","MANUFAC"
"5817","Comfizone Ltd","2016-17","26,000",2,"Northern Ireland","MANUFAC"
"5818","Continu Ltd","2016-17","50,000",2,"Northern Ireland","CONST"
"5819","Meteor Electrical Limited","2016-17","20,000",1,"Northern Ireland","INFO&COMMU"
"5820","Homeliving","2016-17","396,000",11,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5821","Teemore Engineering Limited","2016-17","30,000",2,"Northern Ireland","MANUFAC"
"5822","Exploristics Ltd","2016-17","30,800",1,"Northern Ireland","INFO&COMMU"
"5823","McElwaine Security Services Limited","2016-17","66,788",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5824","Conexus Recovery & Field Services Limited","2016-17","212,537",7,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5825","Conexus Recovery & Field Services Limited","2016-17","40,008",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5826","GCD Technologies Ltd","2016-17","16,800",1,"Northern Ireland","INFO&COMMU"
"5827","Designer Kitchen","2016-17","24,300",1,"Northern Ireland","OTHERSERVICE"
"5828","Talnet","2016-17","5,000",1,"Northern Ireland","INFO&COMMU"
"5829","3 Interior Contracts Limited","2016-17","35,199",1,"Northern Ireland","MANUFAC"
"5830","SIGN IT","2016-17","230,500",5,"Northern Ireland","MANUFAC"
"5831","Irwin Group","2016-17","984,000",16,"Northern Ireland","CONST"
"5832","3R Mobility","2017-18","173,500",4,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5833","Impro Printing Ltd","2016-17","8,240",1,"Northern Ireland","MANUFAC"
"5834","Kestrel Hydraulics Limited","2016-17","1,580",1,"Northern Ireland","MANUFAC"
"5835","AMCA Structures Ltd","2016-17","46,660",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5836","Lease Options Limited","2016-17","28,450",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5837","The Skunk Works Surfboard Company","2016-17","31,000",1,"Northern Ireland","MANUFAC"
"5838","Enlighten","2016-17","395,733",8,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5839","Stonetec","2016-17","912,120",12,"Northern Ireland","MANUFAC"
"5840","JobzGenie - Signup to move up!","2016-17","121,838",1,"Northern Ireland","INFO&COMMU"
"5841","Steel Mac Distribution (SMD) Ltd","2016-17","4,970",1,"Northern Ireland","MANUFAC"
"5842","Aerona Software Systems Ltd","2017-18","111,620",1,"Northern Ireland","INFO&COMMU"
"5843","Bairnsdale Developments Limited","2016-17","272,000",7,"Northern Ireland","MANUFAC"
"5844","Haemoband Surgical Ltd","2016-17","5,360",1,"Northern Ireland","MANUFAC"
"5845","Core Systems (NI) Ltd","2016-17","123,440",3,"Northern Ireland","INFO&COMMU"
"5846","Anaconda Equipment International Ltd","2016-17","15,000",1,"Northern Ireland","MANUFAC"
"5847","Moore Concrete Products Limited","2016-17","37,600",1,"Northern Ireland","MANUFAC"
"5848","Clinty Re-Gen Limited","2016-17","34,630",1,"Northern Ireland","MANUFAC"
"5849","Bradfor Limited","2016-17","246,530",13,"Northern Ireland","MANUFAC"
"5850","Cranmore Consulting Limited","2017-18","85,277",1,"Northern Ireland","INFO&COMMU"
"5851","Meteor Electrical Limited","2016-17","375,000",10,"Northern Ireland","INFO&COMMU"
"5852","The Deluxe Group","2016-17","81,064",1,"Northern Ireland","CONST"
"5853","Qubizm Limited","2016-17","4,000",1,"Northern Ireland","EDUC"
"5854","McGreevy Engineering Ltd","2016-17","14,186",1,"Northern Ireland","MANUFAC"
"5855","Milo Management Ltd","2016-17","10,500",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5856","Turco Engineering Limited","2016-17","132,000",3,"Northern Ireland","MANUFAC"
"5857","Aecor Marine Ltd","2016-17","166,900",3,"Northern Ireland","CONST"
"5858","Ambar Systems Limited","2016-17","20,000",1,"Northern Ireland","INFO&COMMU"
"5859","Kitchenmaster (N.I.) Limited","2016-17","134,890",1,"Northern Ireland","MANUFAC"
"5860","Mindflood Ltd","2016-17","4,086",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5861","RC Engineering (N.I.) Ltd","2016-17","270,026",4,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5862","Etain Limited","2016-17","155,000",3,"Northern Ireland","INFO&COMMU"
"5863","Axis Technology & Development Limited","2016-17","129,000",4,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5864","Go Testify Limited","2016-17","39,106",1,"Northern Ireland","INFO&COMMU"
"5865","Mango Marketing","2016-17","102,000",3,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5866","S.N. Lennox Ltd","2016-17","11,480",1,"Northern Ireland","MANUFAC"
"5867","Opus Retail Solutions Limited","2016-17","10,000",1,"Northern Ireland","INFO&COMMU"
"5868","Ecohog Limited","2016-17","25,116",1,"Northern Ireland","MANUFAC"
"5869","Stephens Catering Equipment Company Limited","2016-17","94,004",1,"Northern Ireland","WHOLESALE&RETAIL"
"5870","Arcex Limited","2016-17","16,050",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5871","Continu Ltd","2016-17","7,920",1,"Northern Ireland","CONST"
"5872","Heaney Brewing Company Limited","2016-17","1,350",1,"Northern Ireland","MANUFAC"
"5873","Smyth Research Limited","2016-17","30,000",2,"Northern Ireland","INFO&COMMU"
"5874","UnoSquare","2016-17","7,400,000",75,"United States Of America","INFO&COMMU"
"5875","JB Engineering Supplies Limited","2016-17","106,000",3,"Northern Ireland","MANUFAC"
"5876","Pro Kinetic Shutters Limited","2016-17","7,800",1,"Northern Ireland","MANUFAC"
"5877","CEON Machinery Control Ltd","2016-17","44,400",2,"Northern Ireland","MANUFAC"
"5878","Causeway Sensors Limited","2016-17","8,775",1,"Northern Ireland","MANUFAC"
"5879","Karen McAvoy Publishing Ltd","2016-17","23,574",1,"Northern Ireland","MANUFAC"
"5880","Bemis Europe Services Limited","2016-17","5,182,334",72,"United States Of America","PROFESSIONAL&SCI&TECH"
"5881","Greenfields Ireland Limited","2016-17","53,515",1,"Northern Ireland","WHOLESALE&RETAIL"
"5882","Trace First Limited","2016-17","175,102",1,"Northern Ireland","INFO&COMMU"
"5883","PGY Group Limited","2017-18","637,698",1,"Northern Ireland","INFO&COMMU"
"5884","Cloudsmith Ltd","2016-17","57,599",1,"Northern Ireland","INFO&COMMU"
"5885","Trailblazer BBQ Ltd","2016-17","1,899",1,"Northern Ireland","MANUFAC"
"5886","PGY Group Limited","2016-17","10,000",1,"Northern Ireland","INFO&COMMU"
"5887","Mynurserypal Ltd","2016-17","14,000",1,"Northern Ireland","INFO&COMMU"
"5888","British Telecommunications PLC","2017-18","28,587,002",53,"Great Britain","ADMIN&SUPPORTSERVICE"
"5889","Bunk Campers","2016-17","24,110",1,"Northern Ireland","ADMIN&SUPPORTSERVICE"
"5890","Hartech Building Services Limited","2016-17","884,000",9,"Northern Ireland","CONST"
"5891","Boosted Tea (UK) Ltd","2016-17","7,425",1,"Northern Ireland","MANUFAC"
"5892","Valpar Micro Matic Ltd","2017-18","62,588",1,"Northern Ireland","MANUFAC"
"5893","Irish Stone","2016-17","226,000",5,"Northern Ireland","MANUFAC"
"5894","Strain Electrical Services Ltd","2016-17","6,750",1,"Northern Ireland","PROFESSIONAL&SCI&TECH"
"5895","UB Solutions Limited","2016-17","113,393",1,"Northern Ireland","INFO&COMMU"
"5896","Oakleaf Forestry Engineering","2016-17","151,000",6,"Northern Ireland","AGRI&FORESTRY&FISHING"
"5897","Raygar Ltd","2016-17","46,000",1,"Northern Ireland","MANUFAC"
"5898","Gallagher & Mc Kinney Limited","2016-17","1,920",1,"Northern Ireland","MANUFAC"
"5899","Gallagher & Mc Kinney Limited","2016-17","1,636",1,"Northern Ireland","MANUFAC"
